Experiments,Time,ER_OD,FP_OD,AC_OD,CC_OD,RI_OD,DP_OD,BH_OD,CA_OD,PC_OD,DL_OD,CG_OD,BF_OD,EL_OD,CH_OD,BO_OD,BT_OD,BU_OD,BV_OD,BC_OD,BY_OD,PJ_OD,DF_OD,BL_OD,BP_OD,BA_OD,Butyrate,Acetate,Lactate,Succinate
AC_BA_BH_BP_BU_BY_CA_CC_CG_DF_ER_FP_RI,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0,0.0,0.0005076923076923077,0.0,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,28.0,0.0
AC_BA_BH_BP_BU_BY_CA_CC_CG_DF_ER_FP_RI,48.0,0.19246258860158538,0.0030089510602746253,0.9587233442636223,0.13279375078204914,0.0012890954725783758,0.0,0.0015773305069149324,0.18936963146156713,0.0,0.0,0.059437930495138354,0.0,0.0,0.0,0.0,0.0,0.05039535149895838,0.0,0.0,0.13011682878088626,0.0,0.17407924385953283,0.0,0.45716209821067116,0.2748894531911291,40.61,31.665,12.6,6.465
AC_BA_BH_BP_BY_CA_CC_CH_DF_ER_FP_PJ_RI,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,28.0,0.0
AC_BA_BH_BP_BY_CA_CC_CH_DF_ER_FP_PJ_RI,48.0,0.2072398798964038,0.0022920745929270233,1.1524399880344078,0.1959781408291508,0.00045841491858531803,0.0,0.000868665508647255,0.05559331185701345,0.0,0.0,0.0,0.0,0.0,0.11885871407601478,0.0,0.0,0.0,0.0,0.0,0.14398916806792508,0.05043789557592967,0.16957974457364622,0.0,0.40555270996252296,0.375993573605444,27.57,33.3,25.845,4.125
AC_BA_BH_BP_BY_CA_CC_DF_ER_FP_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_BP_BY_CA_CC_DF_ER_FP_RI,48.0,0.14708025428467797,0.0014643581350681678,0.9512241423090071,0.11556009120214626,0.0004988075254301735,0.0,0.0017378102287001313,0.09632493785806923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11302563058276408,0.0,0.16062166870982514,0.0,0.39580932046722006,0.37867441451910966,27.5,26.015,17.54,3.23
AC_BA_BH_BP_BY_CC_CG_DF_ER_FP_PC_PJ_RI,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0,0.0005076923076923077,0.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,28.0,0.0
AC_BA_BH_BP_BY_CC_CG_DF_ER_FP_PC_PJ_RI,48.0,0.18559096560019217,0.0034166942798192447,1.1457889916371595,0.20237292560996722,0.0011804825565762467,0.0,0.002122633557086624,0.0,0.049621316413975526,0.0,0.10001145803427378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14157044075376624,0.061372091789594255,0.2969829201756303,0.0,0.365154545375573,0.41322853260374226,32.03,27.980000000000004,14.265,5.35
AC_BA_BH_BP_BY_CC_CG_DF_ER_FP_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_BP_BY_CC_CG_DF_ER_FP_RI,48.0,0.13530988316350753,0.0026733381497953458,0.9142503863091577,0.14205228939744055,0.0007520312817116502,0.0,0.00101298603164639,0.0,0.0,0.0,0.07162513661881958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12835447910528375,0.0,0.21756658020189468,0.0,0.45487135026713865,0.3308355621865123,36.34,29.794999999999998,14.32,4.93
AC_BA_BH_BU_BV_CA_CC_DF_EL_ER_FP_RI,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BH_BU_BV_CA_CC_DF_EL_ER_FP_RI,48.0,0.1294091284596785,0.0002516118021844435,0.4722203128527883,0.30612279595422204,0.0006508366083859051,0.0,0.01044861474679186,0.25217567173858835,0.0,0.0,0.0,0.0,0.017158262805044348,0.0,0.0,0.0,0.053460857681615334,0.07593990425321731,0.0,0.0,0.0,0.5182454058125423,0.0,0.0,0.31855764798299085,54.55,15.405000000000001,0.0,5.97
AC_BA_BH_BU_CA_CC_CH_ER_FP_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_BU_CA_CC_CH_ER_FP_PJ_RI,48.0,0.182908127346382,0.001332046328843084,0.5427484789194806,0.6196977468518118,0.0003078007353997748,0.0,0.004804853816437294,0.23623875077287515,0.0,0.0,0.0,0.0,0.0,0.046034340639006174,0.0,0.0,0.2796333140252216,0.0,0.0,0.0,0.04435956729104465,0.0,0.0,0.0,0.38071402064898185,52.57,25.924999999999997,0.0,6.245
AC_BA_BH_BU_CA_CC_DF_ER_FP_PC_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_BU_CA_CC_DF_ER_FP_PC_RI,48.0,0.19135251142838433,0.0006567063226154471,0.5430567562273203,0.21098175394951202,0.0009060444951175079,0.0,0.0022775974467011853,0.21479424905222463,0.26361556533954655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942430707006775,0.0,0.0,0.0,0.0,0.42190655420644885,0.0,0.0,0.25374442284898285,49.045,21.335,0.0,10.01
AC_BA_BH_BV_CC_DF_ER_FP_PC_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_BV_CC_DF_ER_FP_PC_PJ_RI,48.0,0.15383413318347977,0.0027266025967886366,0.9539822745435256,0.4666412135159735,0.00035647596562416123,0.0,0.0009442227686674767,0.0,0.16999518157909288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04334252763990925,0.0,0.0,0.044509250441262985,0.2508959834708664,0.0,0.0,0.31002639227902906,39.675,23.015,10.155,12.3
AC_BA_BH_CA_CC_EL_ER_FP_PC_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BH_CA_CC_EL_ER_FP_PC_PJ_RI,48.0,0.12185435458721212,0.0007588848569956671,0.6123749677334177,0.49335219654858387,0.0002923346461897458,0.0,0.004216730243718578,0.17162885820626045,0.19796250978804664,0.0,0.0,0.0,0.016016382941906413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060640078401992634,0.0,0.0,0.0,0.3248985141356242,58.135000000000005,16.52,0.0,11.385
AC_BA_BH_CA_CH,0.0,0.0,0.0,0.00132,0.0,0.0,0.0,0.00132,0.00132,0.0,0.0,0.0,0.0,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00132,0.0,0.0,28.0,0.0
AC_BA_BH_CA_CH,48.0,0.0,0.0,0.4211024470753312,0.0,0.0,0.0,4.590324796388971e-05,0.278974872432949,0.0,0.0,0.0,0.0,0.0,0.08674692926353071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26376072064400885,36.6287052,2.19565,4.61215,0.58605
AC_BA_BH_CC_CG_CH_EL_ER_FP_PC_PJ_RI,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BH_CC_CG_CH_EL_ER_FP_PC_PJ_RI,48.0,0.0071050924121557595,0.0013013983023682377,0.7027047763564016,0.0502090460906861,0.006432955486014417,0.0,0.0010461822192302287,0.0,0.8207143536405543,0.0,0.17593625657494877,0.0,0.08025419366587465,0.005028308211651171,0.0,0.0,0.0,0.0,0.0,0.0,0.0042470797242812885,0.0,0.0,0.0,0.40756963394961854,45.296850000000006,30.085749999999997,0.0,23.8827
AC_BA_BH_CH,0.0,0.0,0.0,0.00165,0.0,0.0,0.0,0.00165,0.0,0.0,0.0,0.0,0.0,0.0,0.00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00165,0.0,0.0,28.0,0.0
AC_BA_BH_CH,48.0,0.0,0.0,0.8641377920368543,0.0,0.0,0.0,0.0003234452122408452,0.0,0.0,0.0,0.0,0.0,0.0,0.1504020236920039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29304136229022704,24.508000000000006,12.5769,11.41,0.0
AC_BA_BL_BO_BP_BV_BY_CC_CG_CH_DF_ER_FP_PC_RI,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.0,0.0,0.00044,0.0,0.00044,0.0,0.0,0.00044,0.00044,0.0,0.0,0.00044,0.0,0.00044,0.0,0.00044,0.00044,0.00044,0.00044,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BP_BV_BY_CC_CG_CH_DF_ER_FP_PC_RI,48.0,0.13786613927515487,0.002778075121865896,0.92822001439928,0.18843816107340342,0.0006713782766648906,0.0,0.0,0.0,0.05799799785360658,0.0,0.07317616358775239,0.0,0.0,0.11905017668671403,0.26247811496231255,0.0,0.0,0.024790463899120603,0.0,0.09186117848030306,0.0,0.16746982796499826,0.0156805761565406,0.28573869351801895,0.294858664108342,27.82,41.765,28.57,13.515
AC_BA_BL_BO_BP_BV_BY_CC_CG_CH_ER_FP_PC_RI,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0,0.0004714285714285714,0.0,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BP_BV_BY_CC_CG_CH_ER_FP_PC_RI,48.0,0.16369785229300465,0.0020035451524802747,1.0536062386817053,0.26298025280087833,0.0005946994055082557,0.0,0.0,0.0,0.05225127747038177,0.0,0.061778790581380374,0.0,0.0,0.13826538328371335,0.23007484485712784,0.0,0.0,0.017637445579889322,0.0,0.09822358247386062,0.0,0.0,0.025139486754104757,0.3332856531833219,0.29975285586658007,27.165,32.965,18.765,12.41
AC_BA_BL_BO_BP_BY_CC_DF_ER_FP_PC_RI,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BP_BY_CC_DF_ER_FP_PC_RI,48.0,0.1303398376722266,0.005226733926916938,1.0469466061766832,0.16721714827043552,0.0011169122188425793,0.0,0.0,0.0,0.05136812491803752,0.0,0.0,0.0,0.0,0.0,0.23758899472902717,0.0,0.0,0.0,0.0,0.11684283651629293,0.0,0.2115030327130279,0.04722152130598287,0.43521561983108353,0.2682449418120131,29.560000000000002,31.61,22.475,5.775
AC_BA_BL_BO_BP_CC_CG_CH_DF_DL_EL_ER_FP_RI,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BP_CC_CG_CH_DF_DL_EL_ER_FP_RI,48.0,0.15127608493147787,0.0006079055533333745,0.711010882032012,0.07845305550877488,0.00032705223880587464,0.0,0.0,0.0,0.0,0.5959218610754409,0.052908062473247065,0.0,0.01166288269512793,0.05376358221235134,0.27153404635847544,0.0,0.0,0.0,0.0,0.0,0.0,0.10629107398480082,0.017080514213137263,0.20909862859538683,0.24635300445936745,28.9,37.03,27.39,5.585000000000001
AC_BA_BL_BO_BU_BY_CA_CH_DF_FP_PJ_RI,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BU_BY_CA_CH_DF_FP_PJ_RI,48.0,0.0,0.00410060383,0.3842172827455,0.0,0.0003546647515,0.0,0.0,0.18370250842699998,0.0,0.0,0.0,0.0,0.0,0.11741462050000001,0.147984108939,0.0,0.0533114273715,0.0,0.0,0.039961034557,0.056855742051500006,0.7178667407825001,0.010911638806500002,0.0,0.1889400519025,39.16955915,36.141328175,1.04817531,11.130817239999999
AC_BA_BL_BO_BV_CA_CC_CH_DF_ER_FP_PJ_RI,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0005076923076923077,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BV_CA_CC_CH_DF_ER_FP_PJ_RI,48.0,0.19247264928510027,0.002545074752341605,0.8211269712283475,0.2960443074664506,9.53884424033678e-05,0.0,0.0,0.3721622100719603,0.0,0.0,0.0,0.0,0.0,0.12218985244019484,0.23251542014078397,0.0,0.0,0.07812850509432644,0.0,0.0,0.024969137838549944,0.2427326895629041,0.008110610644758414,0.0,0.20843915565614535,33.565,34.035,8.24,19.939999999999998
AC_BA_BL_BO_BY_CC_CH_ER_FP_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BL_BO_BY_CC_CH_ER_FP_PJ_RI,48.0,0.03988573216527525,0.003569552483465574,1.1416927986883305,0.32435909611995783,0.008826095567724885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047755389711133696,0.4441574646063003,0.0,0.0,0.0,0.0,0.17865985179486105,0.006233988970496011,0.0,0.009866975570228104,0.0,0.3191331419840223,33.75395,28.755200000000002,15.63905,14.47485
AC_BA_BL_BO_CA_CC_EL_ER_FP_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BL_BO_CA_CC_EL_ER_FP_PJ_RI,48.0,0.013687944667380835,0.000926383205313637,0.7636052321153235,0.3795213606925698,0.0021242683049405514,0.0,0.0,0.15194560654421907,0.0,0.0,0.0,0.0,0.023000604047137406,0.0,0.25900112854481105,0.0,0.0,0.0,0.0,0.0,0.004600120809427403,0.0,0.012394457820919257,0.0,0.3586594836289124,51.217150000000004,20.42225,0.0,8.084900000000001
AC_BA_BL_BP_BU_BV_BY_CA_CG_CH_DF_EL,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BL_BP_BU_BV_BY_CA_CG_CH_DF_EL,48.0,0.0,0.0,0.873625290004,0.0,0.0,0.0,0.0,0.12510682725400002,0.0,0.0,0.09312647326350001,0.0,0.024477778816,0.09771255065100001,0.0,0.0,0.090461880373,0.047251264925500004,0.0,0.15345191410950001,0.0,0.3027333318905,0.0229982239845,0.1881910468115,0.31122994914,32.17563589,43.033666405000005,24.366355425000002,9.339748454999999
AC_BA_BL_BP_BU_BV_CA_CC_CG_CH_DF_EL_ER_FP_RI,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.0,0.00044,0.0,0.0,0.00044,0.0,0.00044,0.00044,0.0,0.0,0.00044,0.00044,0.0,0.0,0.0,0.00044,0.00044,0.00044,0.00044,0.0,0.0,28.0,0.0
AC_BA_BL_BP_BU_BV_CA_CC_CG_CH_DF_EL_ER_FP_RI,48.0,0.16264105825395347,0.0008814448777673313,0.9344224436822179,0.1657179231178571,0.0002450363458825008,0.0,0.0,0.21578079409300807,0.0,0.0,0.02981573913770072,0.0,0.017346324194087263,0.06435881304087729,0.0,0.0,0.05544890240231885,0.057517991994121304,0.0,0.0,0.0,0.18360176414589513,0.009709421811469705,0.26403694057762617,0.24133449752896352,32.435,32.605000000000004,21.73,10.41
AC_BA_BL_BP_BV_CA_CC_CG_CH_DF_EL_ER_FP_PC_RI,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.0,0.00044,0.00044,0.0,0.00044,0.0,0.00044,0.00044,0.0,0.0,0.0,0.00044,0.0,0.0,0.0,0.00044,0.00044,0.00044,0.00044,0.0,0.0,28.0,0.0
AC_BA_BL_BP_BV_CA_CC_CG_CH_DF_EL_ER_FP_PC_RI,48.0,0.15059439725720009,0.0005471044720119524,1.0390126490324318,0.20280742359182335,0.00025491448791024353,0.0,0.0,0.35938991880312743,0.03641551496410773,0.0,0.038065244221921556,0.0,0.02244571317970325,0.05305230210161928,0.0,0.0,0.0,0.08569697796496753,0.0,0.0,0.0,0.1419188888264702,0.0072927216316848766,0.1711463030784226,0.2124003896001309,31.520000000000003,34.695,23.405,11.385
AC_BA_BL_BP_BY_CC_CH_DP_EL_ER_FP_PJ_RI,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0005076923076923077,0.0005076923076923077,0.0,0.0005076923076923077,0.0005076923076923077,0.0005076923076923077,0.0,0.0,28.0,0.0
AC_BA_BL_BP_BY_CC_CH_DP_EL_ER_FP_PJ_RI,48.0,0.03317639690284671,0.0007625997719497345,0.9335521618946006,0.08199456185380952,0.006248234496101844,0.0056762846671395435,0.0,0.0,0.0,0.0,0.0,0.0,0.015050415956597523,0.01246105082190211,0.0,0.0,0.0,0.0,0.0,0.23513952063252952,0.0061295231680610456,0.0,0.017149344874764695,0.4877804564981746,0.5639675655396682,30.75175,32.296350000000004,33.340050000000005,5.3665
AC_BA_BL_BP_CA_CC_CG_CH_DF_ER_FP_PC_PJ_RI,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,28.0,0.0
AC_BA_BL_BP_CA_CC_CG_CH_DF_ER_FP_PC_PJ_RI,48.0,0.14744382280089802,0.0011520411521170528,1.048991627957996,0.15599536402900266,0.00017279035792545772,0.0,0.0,0.06174999923399717,0.07845507038645747,0.0,0.06269842427113298,0.0,0.0,0.08751415612851181,0.0,0.0,0.0,0.0,0.0,0.0,0.05342968861070377,0.2177421761401796,0.025886146442560754,0.2757110788504811,0.23357502347032308,36.585,33.36,15.575,3.255
AC_BA_BL_BP_CA_CH_EL_ER_FP_PC_PJ_RI,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0005499999999999999,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0005499999999999999,0.0005499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0005499999999999999,0.0,0.0005499999999999999,0.0005499999999999999,0.0005499999999999999,0.0,0.0,28.0,0.0
AC_BA_BL_BP_CA_CH_EL_ER_FP_PC_PJ_RI,48.0,0.027067002632,0.0010613053315,0.46624739893350003,0.0,0.00048153825650000006,0.0,0.0,0.05985602637699999,0.360726437379,0.0,0.0,0.0,0.036482087712,0.005502503759,0.0,0.0,0.0,0.0,0.0,0.0,6.388300000000001e-05,0.0,0.0043929227165000004,0.2843466666835,0.26073541892700003,58.528701,21.72064994,0.997679475,7.446099480000001
AC_BA_BL_BP_CC_CG_DL_ER_FP_PC_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BL_BP_CC_CG_DL_ER_FP_PC_RI,48.0,0.008053739864411467,0.0013415278508153341,0.6627822883955672,0.018733550947855997,0.0038267558303238533,0.0,0.0,0.0,0.13292578847871067,0.9837969150740888,0.12023034355509701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013615005338639083,0.14702346945521244,0.4653387117679022,42.17285,30.357550000000003,13.41915,3.3422
AC_BA_BL_BU_BV_CC_ER_FP_PC_PJ_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BL_BU_BV_CC_ER_FP_PC_PJ_RI,48.0,0.15029322360442332,0.005760949461362785,0.9028691497473463,0.436733807632683,0.0007623533300280823,0.0,0.0,0.0,0.3555622664643435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04847089900938513,0.0369190081168205,0.0,0.0,0.05001595328318689,0.0,0.035268838837078834,0.0,0.2475029175390986,39.555,21.12,8.965,9.645
AC_BA_BL_BU_CA_CC_CG_CH_DF_EL_ER_FP_PJ_RI,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0,0.0004714285714285714,0.0004714285714285714,0.0,0.0,0.0004714285714285714,0.0,0.0,0.0,0.0004714285714285714,0.0004714285714285714,0.0004714285714285714,0.0,0.0004714285714285714,0.0,0.0,28.0,0.0
AC_BA_BL_BU_CA_CC_CG_CH_DF_EL_ER_FP_PJ_RI,48.0,0.07169734882871182,8.765193630453218e-05,0.31642365299439745,0.4038231754282641,0.0002585644163328659,0.0,0.0,0.06918073553951237,0.0,0.0,0.028433830757387667,0.0,0.0824620269156987,0.06832266132333305,0.0,0.0,0.11850752237729534,0.0,0.0,0.0,0.028486175637738156,0.44845732275040795,0.006345894639262784,0.0,0.24888318080621166,48.519999999999996,20.175,0.0,6.895
AC_BA_BL_BU_CA_CC_EL_ER_FP_PC_RI,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0006000000000000001,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0006000000000000001,0.0,0.0,28.0,0.0
AC_BA_BL_BU_CA_CC_EL_ER_FP_PC_RI,48.0,0.006996397629660558,0.0008773447636692992,0.9851346013171567,0.13725783455631493,0.0033388719657221214,0.0,0.0,0.13645805340919273,0.8573004303272029,0.0,0.0,0.0,0.00885590893163801,0.0,0.0,0.0,0.025392692687956464,0.0,0.0,0.0,0.0,0.0,0.005534156356878182,0.0,0.34808686561471935,45.676649999999995,22.6744,0.0,20.919150000000002
