,Community,Time,Richness,Contamination,PC,PC_OD,PJ,PJ_OD,BV,BV_OD,BF,BF_OD,BO,BO_OD,BT,BT_OD,BC,BC_OD,BY,BY_OD,BU,BU_OD,DP,DP_OD,BL,BL_OD,BA,BA_OD,BP,BP_OD,CA,CA_OD,EL,EL_OD,FP,FP_OD,CH,CH_OD,AC,AC_OD,BH,BH_OD,CG,CG_OD,ER,ER_OD,RI,RI_OD,CC,CC_OD,DL,DL_OD,DF,DF_OD,OD,Butyrate,Acetate,Lactate,Succinate
0,PC-BV-BT-BC-BP-EL-FP-CH-AC-BH-CG-ER-RI-DF,0.0,14.0,No,1.0,0.0004714285714285714,0.0,0.0,1.0,0.0004714285714285714,0.0,0.0,0.0,0.0,1.0,0.0004714285714285714,1.0,0.0004714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004714285714285714,0.0,0.0,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,1.0,0.0004714285714285714,0.0,0.0,0.0,0.0,1.0,0.0004714285714285714,0.0066,0.0,0.0,28.0,0.0
1,PC-BV-BT-BC-BP-EL-FP-CH-AC-BH-CG-ER-RI-DF,16.0,14.0,No,1.0,0.46511612455374857,0.0,0.0,1.0,0.029206664022213412,0.0,0.0,0.0,0.0,1.0,0.24971697738992465,1.0,0.5006508991141082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04259305169906122,0.0,0.0,1.0,0.0009735554674071136,1.0,0.001216944334258892,1.0,0.061090605579796384,1.0,0.35145352373396804,1.0,0.0009735554674071136,1.0,0.024338886685177842,1.0,0.32760141478249377,1.0,0.0014603332011106705,0.0,0.0,0.0,0.0,1.0,0.39282963109877034,2.4543333333333335,23.09269672,47.84930212,18.9108516,26.14188487
2,PC-BV-BT-BC-BP-EL-FP-CH-AC-BH-CG-ER-RI-DF,32.0,14.0,No,1.0,0.10452327203551044,0.0,0.0,1.0,0.027928175861340093,0.0,0.0,0.0,0.0,1.0,0.2201072077784823,1.0,0.38021031494398644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025163009934474737,0.0,0.0,1.0,0.0027651659268653557,1.0,0.0008295497780596067,1.0,0.12166730078207565,1.0,0.7009695624603677,1.0,0.0011060663707461423,1.0,0.020738744451490168,1.0,0.2933841048404143,1.0,0.0008295497780596067,0.0,0.0,0.0,0.0,1.0,0.28011130839146053,2.180333333333333,23.99626736,38.91521816,17.97713735,26.88474829
3,PC-BV-BT-BC-BP-EL-FP-CH-AC-BH-CG-ER-RI-DF,48.0,14.0,No,1.0,0.12485195779889885,0.0,0.0,1.0,0.012193995878318108,0.0,0.0,0.0,0.0,1.0,0.2682679093229984,1.0,0.33396988711513026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013649995386176984,0.0,0.0,1.0,0.0016379994463412385,1.0,0.001091999630894159,1.0,0.17089794223493585,1.0,0.6056957952692934,1.0,0.0005459998154470795,1.0,0.023659992002706774,1.0,0.18818793639076006,1.0,0.0023659992002706774,0.0,0.0,0.0,0.0,1.0,0.22495192396419672,1.9723333333333333,24.8392188,34.32591404,19.40697135,31.628060499999997
4,BV-BF-BO-BT-BU-DP-BL-BA-BP-EL-FP-CH-AC-BH-CG-ER-RI,0.0,17.0,No,0.0,0.0,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
5,BV-BF-BO-BT-BU-DP-BL-BA-BP-EL-FP-CH-AC-BH-CG-ER-RI,16.0,17.0,No,0.0,0.0,0.0,0.0,1.0,0.007412967675054188,1.0,0.17921939496748657,1.0,0.196516319542613,1.0,0.17166107498507838,0.0,0.0,0.0,0.0,1.0,0.05973979832249552,1.0,0.004505921527974115,1.0,0.016279458423648415,1.0,0.18924870417491282,1.0,0.20378393491031319,0.0,0.0,1.0,0.0027616938397260703,1.0,0.0002907046147080074,1.0,0.0780541890491,1.0,0.07151333521816983,1.0,0.0004360569220620111,1.0,0.016279458423648415,1.0,0.3411418653598467,1.0,0.001453523073540037,0.0,0.0,0.0,0.0,0.0,0.0,1.5423333333333333,15.42877712,48.66637932,38.993601,13.71602896
6,BV-BF-BO-BT-BU-DP-BL-BA-BP-EL-FP-CH-AC-BH-CG-ER-RI,32.0,17.0,No,0.0,0.0,0.0,0.0,1.0,0.0053505549177190964,1.0,0.13618025258323763,1.0,0.17812169919632603,1.0,0.17087256027554534,0.0,0.0,0.0,0.0,1.0,0.04919058553386912,1.0,0.005005357826253348,1.0,0.016396861844623037,1.0,0.10407692307692307,1.0,0.20660045924225026,0.0,0.0,1.0,0.0036245694603903554,1.0,0.0008629927286643704,1.0,0.10614810562571755,1.0,0.27063451970914654,1.0,0.00017259854573287408,1.0,0.01777765021048603,1.0,0.22938346727898964,1.0,0.0017259854573287408,0.0,0.0,0.0,0.0,0.0,0.0,1.5033333333333332,15.86674792,48.02475820000001,42.64385516,13.20005168
7,BV-BF-BO-BT-BU-DP-BL-BA-BP-EL-FP-CH-AC-BH-CG-ER-RI,48.0,17.0,No,0.0,0.0,0.0,0.0,1.0,0.007370776030085919,1.0,0.1692598204727003,1.0,0.23827708693623206,1.0,0.25851321749155887,0.0,0.0,0.0,0.0,1.0,0.04060627522029152,1.0,0.0022782398638447384,1.0,0.0033503527409481453,1.0,0.0166177495951028,1.0,0.0997064975706168,0.0,0.0,1.0,0.0025462680831205902,1.0,0.0002680282192758516,1.0,0.13414812374756374,1.0,0.3725592247934338,1.0,0.0005360564385517032,1.0,0.03390556973839523,1.0,0.2445757500892146,1.0,0.0008040846578275547,0.0,0.0,0.0,0.0,0.0,0.0,1.627333333333333,17.3248908,44.27463468,41.00652828,16.93067403
8,PJ-BO-BT-BC-BY-BA-CA-EL-FP-CH-AC-BH-CG-CC-DF,0.0,15.0,No,0.0,0.0,1.0,0.00044,0.0,0.0,0.0,0.0,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00044,0.0,0.0,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,0.0,0.0,0.0,0.0,1.0,0.00044,0.0,0.0,1.0,0.00044,0.0066,0.0,0.0,28.0,0.0
9,PJ-BO-BT-BC-BY-BA-CA-EL-FP-CH-AC-BH-CG-CC-DF,16.0,15.0,No,0.0,0.0,1.0,0.021199067599067596,0.0,0.0,0.0,0.0,1.0,0.24871048951048946,1.0,0.24473566433566427,1.0,0.4798181818181817,1.0,0.12170536130536129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21388344988344984,0.0,0.0,1.0,0.08006433566433566,1.0,0.000757109557109557,1.0,0.000757109557109557,1.0,0.04977995337995337,1.0,0.2252400932400932,1.0,0.0011356643356643355,1.0,0.011356643356643355,0.0,0.0,0.0,0.0,1.0,0.027255944055944052,0.0,0.0,1.0,0.4336344988344987,2.165333333333333,25.93951568,45.5942904,16.28175639,18.88419378
10,PJ-BO-BT-BC-BY-BA-CA-EL-FP-CH-AC-BH-CG-CC-DF,32.0,15.0,No,0.0,0.0,1.0,0.011071101470233791,0.0,0.0,0.0,0.0,1.0,0.1825150156664256,1.0,0.16733179079296215,1.0,0.3305514581826946,1.0,0.1094457459628826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08224246806459387,0.0,0.0,1.0,0.12241475054229933,1.0,0.0028468546637744033,1.0,0.007591612436731741,1.0,0.24008474331164134,1.0,0.4324055917088455,1.0,0.0009489515545914677,1.0,0.007275295251867919,0.0,0.0,0.0,0.0,1.0,0.027835912268016384,0.0,0.0,1.0,0.45644569775849597,2.187333333333333,38.472961600000005,27.97758904,4.0760084999999995,25.74488125
11,PJ-BO-BT-BC-BY-BA-CA-EL-FP-CH-AC-BH-CG-CC-DF,48.0,15.0,No,0.0,0.0,1.0,0.007995846313603323,0.0,0.0,0.0,0.0,1.0,0.18977896454531967,1.0,0.15959056519804182,1.0,0.23041091826138554,1.0,0.07718439400682392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07522622756267615,0.0,0.0,1.0,0.16334371754932503,1.0,0.004895416110369381,1.0,0.006527221480492508,1.0,0.1785195074914701,1.0,0.37972110962765165,1.0,0.0008159026850615635,1.0,0.012238540275923453,0.0,0.0,0.0,0.0,1.0,0.03263610740246254,0.0,0.0,1.0,0.31004302032339415,1.8333333333333333,36.28373248,25.3736194,7.06094836,29.30599309
12,PC-PJ-BF-BO-BU-DP-BA-EL-CH-BH-CG,0.0,11.0,No,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
13,PC-PJ-BF-BO-BU-DP-BA-EL-CH-BH-CG,16.0,11.0,No,1.0,0.13126913444505528,1.0,0.02079732453729155,0.0,0.0,1.0,0.28322377985462094,1.0,0.23469668926760734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15419091686518846,1.0,0.012970374442611935,0.0,0.0,1.0,0.18415695437053325,0.0,0.0,0.0,0.0,1.0,0.004360729338464358,0.0,0.0,1.0,0.15642718832081118,0.0,0.0,1.0,0.00212445788284161,1.0,0.032873190397654385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2203333333333333,0.42151304,44.91579088,41.56161848,12.15813301
14,PC-PJ-BF-BO-BU-DP-BA-EL-CH-BH-CG,32.0,11.0,No,1.0,0.1450622387579808,1.0,0.024643103210693122,0.0,0.0,1.0,0.22038973864314915,1.0,0.2053591934224427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10940838730421201,1.0,0.006641403702172615,0.0,0.0,1.0,0.15956846263377886,0.0,0.0,0.0,0.0,1.0,0.0033207018510863075,0.0,0.0,1.0,0.3546160029396904,0.0,0.0,1.0,0.00122341647145285,1.0,0.03652772036194938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2683333333333333,1.00029792,52.66086164,40.3873738,14.24384781
15,PC-PJ-BF-BO-BU-DP-BA-EL-CH-BH-CG,48.0,11.0,No,1.0,0.20420337960168977,1.0,0.025470529068597862,0.0,0.0,1.0,0.2821519814926574,1.0,0.3278232749949708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08947621202977267,1.0,0.005379551398109032,0.0,0.0,1.0,0.09463618990142826,0.0,0.0,0.0,0.0,1.0,0.0031838161335747328,0.0,0.0,1.0,0.3637235465701066,0.0,0.0,1.0,0.0014272279219472942,1.0,0.05511295513981089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4553333333333331,1.23614632,53.4985608,41.10292892,19.31841484
16,PC-PJ-BV-BF-BT-BL-CA-EL-FP-CH-BH-CC-DF,0.0,13.0,No,1.0,0.0005076923076923077,1.0,0.0005076923076923077,1.0,0.0005076923076923077,1.0,0.0005076923076923077,0.0,0.0,1.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0005076923076923077,0.0,0.0,0.0,0.0,1.0,0.0005076923076923077,1.0,0.0005076923076923077,1.0,0.0005076923076923077,1.0,0.0005076923076923077,0.0,0.0,1.0,0.0005076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0005076923076923077,0.0,0.0,1.0,0.0005076923076923077,0.0066,0.0,0.0,28.0,0.0
17,PC-PJ-BV-BF-BT-BL-CA-EL-FP-CH-BH-CC-DF,16.0,13.0,No,1.0,0.20595443472293706,1.0,0.02002092983359067,1.0,0.06720068622405215,1.0,0.3598544518785384,0.0,0.0,1.0,0.37204110482072394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02994434722937039,0.0,0.0,0.0,0.0,1.0,0.14136517412935323,1.0,0.003307805798593241,1.0,0.0022632355464059016,1.0,0.12778576085091783,0.0,0.0,1.0,0.004178281008749356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022632355464059017,0.0,0.0,1.0,0.331476960027449,1.6913333333333334,0.70015112,45.05353328,33.23503546,23.18611439
18,PC-PJ-BV-BF-BT-BL-CA-EL-FP-CH-BH-CC-DF,32.0,13.0,No,1.0,0.19050540393437523,1.0,0.018817743565819143,1.0,0.07371899541248736,1.0,0.31291773579037396,0.0,0.0,1.0,0.4033205038488454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.017847756784075887,0.0,0.0,0.0,0.0,1.0,0.047917347018116785,1.0,0.004655936552367622,1.0,0.00019399735634865098,1.0,0.30224788119119816,0.0,0.0,1.0,0.003879947126973019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.021533706554700258,0.0,0.0,1.0,0.26441839670321127,1.6633333333333333,1.34385928,50.64574076,35.03694536,27.46253472
19,PC-PJ-BV-BF-BT-BL-CA-EL-FP-CH-BH-CC-DF,48.0,13.0,No,1.0,0.25024122502507135,1.0,0.014325079071202654,1.0,0.019846203296562007,1.0,0.40169909228830775,0.0,0.0,1.0,0.6486574866928951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01387742035022757,0.0,0.0,0.0,0.0,1.0,0.017458690118028232,1.0,0.007162539535601327,1.0,0.0002984391473167219,1.0,0.2553146905294556,0.0,0.0,1.0,0.0028351718995088585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02357669263802103,0.0,0.0,1.0,0.2768023091362596,1.9343333333333332,1.31193784,49.6557606,39.24518723,31.84851502
20,PJ-BC-BY-BA-CA-EL-FP-AC-ER-CC-DF,0.0,11.0,No,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0066,0.0,0.0,28.0,0.0
21,PJ-BC-BY-BA-CA-EL-FP-AC-ER-CC-DF,16.0,11.0,No,0.0,0.0,1.0,0.02021856495994427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5089301637060258,1.0,0.17619035179380008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666299779403228,0.0,0.0,1.0,0.12458487170556137,1.0,0.0063544061302682,1.0,0.0007702310460931152,0.0,0.0,1.0,0.30539660977592015,0.0,0.0,0.0,0.0,1.0,0.38569319633112736,0.0,0.0,1.0,0.03196458841286428,0.0,0.0,1.0,0.2830599094392198,2.2113333333333336,33.14176576,22.82110616,15.89560104,11.76774951
22,PJ-BC-BY-BA-CA-EL-FP-AC-ER-CC-DF,32.0,11.0,No,0.0,0.0,1.0,0.013077875698404469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.357399660157825,1.0,0.09229243707159725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14441711306952365,0.0,0.0,1.0,0.15245066528425782,1.0,0.009528166580266114,1.0,0.0016814411612234318,0.0,0.0,1.0,0.5403030931397961,0.0,0.0,0.0,0.0,1.0,0.4476370024768158,0.0,0.0,1.0,0.06594985887909682,0.0,0.0,1.0,0.33684871263176086,2.162333333333333,50.14434176,22.811398,1.08035787,15.47420239
23,PJ-BC-BY-BA-CA-EL-FP-AC-ER-CC-DF,48.0,11.0,No,0.0,0.0,1.0,0.00704014598540146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21399808828640943,1.0,0.06336131386861313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08302902328814737,0.0,0.0,1.0,0.13890319777546054,1.0,0.009833854709767118,1.0,0.00011174834897462635,0.0,0.0,1.0,0.32731091414668056,0.0,0.0,0.0,0.0,1.0,0.24081769204031978,0.0,0.0,1.0,0.0699544664581161,0.0,0.0,1.0,0.34418491484184915,1.5003333333333333,54.66457768,19.79975656,0.87911634,14.49736523
24,PJ-BV-BO-BT-BY-BU-CA-EL-AC-CG-DF,0.0,11.0,No,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0066,0.0,0.0,28.0,0.0
25,PJ-BV-BO-BT-BY-BU-CA-EL-AC-CG-DF,16.0,11.0,No,0.0,0.0,1.0,0.027877992105933284,1.0,0.0933529093455564,0.0,0.0,1.0,0.20205150241914946,1.0,0.47469314998726764,0.0,0.0,1.0,0.156525974025974,1.0,0.08516854469060352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4000108225108225,1.0,0.0058825120957473895,0.0,0.0,0.0,0.0,1.0,0.5381219760631525,0.0,0.0,1.0,0.047060096765979116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6455417621594092,2.6783333333333332,35.936941600000004,32.12392684,6.29535647,25.107430800000003
26,PJ-BV-BO-BT-BY-BU-CA-EL-AC-CG-DF,32.0,11.0,No,0.0,0.0,1.0,0.02345435684647303,1.0,0.03439972337482711,0.0,0.0,1.0,0.07326694329183955,1.0,0.2638056708160442,0.0,0.0,1.0,0.08197856154910096,1.0,0.04512171507607192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18830497925311201,1.0,0.03506984785615491,0.0,0.0,0.0,0.0,1.0,0.49656224066390037,0.0,0.0,1.0,0.02412448132780083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.563127939142462,1.8303333333333334,40.596356400000005,25.24189732,1.55627296,25.8638813
27,PJ-BV-BO-BT-BY-BU-CA-EL-AC-CG-DF,48.0,11.0,No,0.0,0.0,1.0,0.018925566647830724,1.0,0.0401958937653042,0.0,0.0,1.0,0.049574935643875176,1.0,0.2862282601871036,0.0,0.0,1.0,0.06565329314999685,1.0,0.03852106485841652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24201277704526902,1.0,0.029309505870534307,0.0,0.0,0.0,0.0,1.0,0.4002841087461543,0.0,0.0,1.0,0.022275224461606073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.583510391159666,1.778333333333333,42.69463336,25.39299632,1.28169957,27.09612088
28,PC-PJ-BT-BY-BU-DP-BA-CA-FP-CH-BH-CG-ER-RI-CC-DL-DF,0.0,17.0,No,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0066,0.0,0.0,28.0,0.0
29,PC-PJ-BT-BY-BU-DP-BA-CA-FP-CH-BH-CG-ER-RI-CC-DL-DF,16.0,17.0,No,1.0,0.01350870040473869,1.0,0.015723241454695853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2448175130727643,0.0,0.0,1.0,0.1084017843954031,1.0,0.08979963957576292,1.0,0.0095225265148158,0.0,0.0,1.0,0.272388549144731,0.0,0.0,1.0,0.041190463529203226,0.0,0.0,1.0,0.0008858164199828649,1.0,0.028567579544447393,0.0,0.0,1.0,0.0008858164199828649,1.0,0.021259594079588762,1.0,0.112387958285326,1.0,0.003986173889922892,1.0,0.01184779461727082,1.0,0.19288652545126886,1.0,0.08072002127093858,1.2493333333333332,2.83805248,52.8594928,49.69036575,8.75910855
30,PC-PJ-BT-BY-BU-DP-BA-CA-FP-CH-BH-CG-ER-RI-CC-DL-DF,32.0,17.0,No,1.0,0.025623150470789252,1.0,0.016030246846257316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2543381684662086,0.0,0.0,1.0,0.10249260188315701,1.0,0.06020809248554913,1.0,0.005175119060602755,0.0,0.0,1.0,0.14944734067691862,0.0,0.0,1.0,0.01022401570509325,0.0,0.0,1.0,0.0010097793288980986,1.0,0.08797702403024683,0.0,0.0,1.0,0.000757334496673574,1.0,0.025118260806340203,1.0,0.09668637074199295,1.0,0.001893336241683935,1.0,0.011486239866215872,1.0,0.20599498309521214,1.0,0.10249260188315701,1.1573333333333333,2.77227656,51.50138268,48.06335267,10.72094492
31,PC-PJ-BT-BY-BU-DP-BA-CA-FP-CH-BH-CG-ER-RI-CC-DL-DF,48.0,17.0,No,1.0,0.03223894987512342,1.0,0.017523610385084508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3247484463030725,0.0,0.0,1.0,0.14580542487076725,1.0,0.0638039147354359,1.0,0.004156240924667479,0.0,0.0,1.0,0.07166707324156356,0.0,0.0,1.0,0.026734738920834056,0.0,0.0,1.0,0.0012356391938200615,1.0,0.10918557239937271,0.0,0.0,1.0,0.0008986466864145901,1.0,0.030890979845501536,1.0,0.11850903177092408,1.0,0.0012356391938200615,1.0,0.014266016146831617,1.0,0.20938467793459953,1.0,0.11693640006969853,1.2893333333333332,3.19497576,50.37010624,48.20212151,11.85325311
32,BV-BU-DP-BA-CA-EL-FP-CH-CG-RI-DL-DF,0.0,12.0,No,0.0,0.0,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,1.0,0.00055,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0066,0.0,0.0,28.0,0.0
33,BV-BU-DP-BA-CA-EL-FP-CH-CG-RI-DL-DF,16.0,12.0,No,0.0,0.0,0.0,0.0,1.0,0.02761301381967271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1632535256070406,1.0,0.009967624500759905,0.0,0.0,1.0,0.3584303891421906,0.0,0.0,1.0,0.02060873714346305,1.0,0.004310324108436716,1.0,0.001077581027109179,1.0,0.13119549005054254,0.0,0.0,0.0,0.0,1.0,0.035021383381048314,0.0,0.0,1.0,0.005522602763934542,0.0,0.0,1.0,0.3864474958470293,1.0,0.12607698017177393,1.2703333333333333,1.12429864,53.59144236,39.45163389,7.87109259
34,BV-BU-DP-BA-CA-EL-FP-CH-CG-RI-DL-DF,32.0,12.0,No,0.0,0.0,0.0,0.0,1.0,0.03868322939031455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15684531234025148,1.0,0.012410319326585555,0.0,0.0,1.0,0.1596178304876802,0.0,0.0,1.0,0.053073918822206315,1.0,0.006601233684354019,1.0,0.0007921480421224823,1.0,0.21454009474150562,0.0,0.0,0.0,0.0,1.0,0.04898115393790682,0.0,0.0,1.0,0.002772518147428688,0.0,0.0,1.0,0.3591071124288586,1.0,0.23381569709981936,1.2913333333333332,0.7934276,51.39340304,45.71303057,9.83286864
35,BV-BU-DP-BA-CA-EL-FP-CH-CG-RI-DL-DF,48.0,12.0,No,0.0,0.0,0.0,0.0,1.0,0.04935803604266274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11931151158514161,1.0,0.008640615422336644,0.0,0.0,1.0,0.1386049405418659,0.0,0.0,1.0,0.021660720853254874,1.0,0.01313847002574476,1.0,0.0010652813534387643,1.0,0.27141001593723185,0.0,0.0,0.0,0.0,1.0,0.07232076743900945,0.0,0.0,1.0,0.0030774794654897636,0.0,0.0,1.0,0.2961482162559765,1.0,0.29236054922152754,1.2873333333333334,0.98530664,52.34810444,48.20825414,12.60873849
36,PC-PJ-BF-BC-BU-DP-CA-EL-FP-CH-AC-CG,0.0,12.0,No,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,1.0,0.00055,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
37,PC-PJ-BF-BC-BU-DP-CA-EL-FP-CH-AC-CG,16.0,12.0,No,1.0,1.186166369445683,1.0,0.026788118591172538,0.0,0.0,1.0,0.3859793431416258,0.0,0.0,0.0,0.0,1.0,0.5138710060930302,0.0,0.0,1.0,0.09879919007281915,1.0,0.009217417149650766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08266871006093031,1.0,0.0,1.0,0.0011521771437063458,1.0,0.12904384009511072,1.0,0.11060900579580919,0.0,0.0,1.0,0.03859793431416258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5843333333333334,14.520026399999999,48.807242200000005,25.82883666,31.83840765
38,PC-PJ-BF-BC-BU-DP-CA-EL-FP-CH-AC-CG,32.0,12.0,No,1.0,0.5911101714822644,1.0,0.02094252603554929,0.0,0.0,1.0,0.2516052775820217,0.0,0.0,0.0,0.0,1.0,0.4793183775741915,0.0,0.0,1.0,0.09202912849424477,1.0,0.009733850129198965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2135547725315167,1.0,0.0011798606217210867,1.0,0.0002949651554302717,1.0,0.36693665335525794,1.0,0.44805207109858264,0.0,0.0,1.0,0.03569078380706287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.511333333333333,14.92650208,43.7177472,24.53021794,38.11791192
