,Community,Time,Richness,Contamination,PC,PC_OD,PJ,PJ_OD,BV,BV_OD,BF,BF_OD,BO,BO_OD,BT,BT_OD,BC,BC_OD,BY,BY_OD,BU,BU_OD,DP,DP_OD,BL,BL_OD,BA,BA_OD,BP,BP_OD,CA,CA_OD,EL,EL_OD,FP,FP_OD,CH,CH_OD,AC,AC_OD,BH,BH_OD,CG,CG_OD,ER,ER_OD,RI,RI_OD,CC,CC_OD,DL,DL_OD,DF,DF_OD,OD,Butyrate,Acetate,Lactate,Succinate
98,PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,32.0,13.0,No,1.0,0.056822631413282976,0.0,0.0,0.0,0.0,1.0,0.16504839471199245,0.0,0.0,1.0,0.19017516525023606,1.0,0.2882188385269122,0.0,0.0,1.0,0.044834041548630785,1.0,0.005747954044696255,1.0,0.008047135662574756,1.0,0.0653624488511174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0018064998426188228,0.0,0.0,1.0,0.1420565785332074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01215281712307208,1.0,0.20150684608120867,1.0,0.20906129996852377,1.3913333333333333,15.416729199999999,42.52387992,36.77518795,11.60643875
99,PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,48.0,13.0,No,1.0,0.07659222886421861,0.0,0.0,0.0,0.0,1.0,0.1893156846000569,0.0,0.0,1.0,0.2763590947907771,1.0,0.3093549672644463,0.0,0.0,1.0,0.028815399943068594,1.0,0.003732564759464844,1.0,0.007166524338172502,1.0,0.03613122687161969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0005972103615143751,0.0,0.0,1.0,0.4011760603472815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008360945061201252,1.0,0.15273654995730143,1.0,0.2575469684030743,1.748333333333333,18.0735496,41.45420932,38.48877388,15.54447142
100,BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,0.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0066,0.0,0.0,28.0,0.0
101,BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,16.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5562966551121382,0.0,0.0,1.0,0.08717450300714011,1.0,0.007375374040826001,0.0,0.0,1.0,0.34204808461470093,1.0,0.11449965928954464,1.0,0.019103427843450954,0.0,0.0,1.0,0.0007254466269664919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0342168992385862,0.0,0.0,1.0,0.0027808787367048855,1.0,0.02115885995318935,0.0,0.0,1.0,0.1738653749296359,1.3603333333333334,1.200972,56.57878976,50.41196817,8.68255116
102,BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,32.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.611492975734355,0.0,0.0,1.0,0.06853512132822477,1.0,0.008151021711366538,0.0,0.0,1.0,0.1402308429118774,1.0,0.2859511494252874,1.0,0.019129948914431674,0.0,0.0,1.0,0.000665389527458493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04923882503192848,0.0,0.0,1.0,0.0029942528735632185,1.0,0.023954022988505748,0.0,0.0,1.0,0.17799169859514685,1.3893333333333333,1.59898552,61.22271804,53.18028484,8.81368684
103,BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,48.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8998076051229739,0.0,0.0,1.0,0.054458602516150964,1.0,0.003787288904000906,0.0,0.0,1.0,0.044663889833389994,1.0,0.09768593448940267,1.0,0.0035260965657939467,0.0,0.0,1.0,0.0006529808455173976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08149200952057123,0.0,0.0,1.0,0.0007835770146208772,1.0,0.03643633117987079,0.0,0.0,1.0,0.31277782500283347,1.536333333333333,1.55357368,60.35181256,55.17342669,11.23214938
104,PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,0.0,17.0,No,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,0.0,0.0,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,1.0,0.0003882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
105,PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,16.0,17.0,No,1.0,0.13744320987654318,1.0,0.013997283950617282,1.0,0.02968098765432098,0.0,0.0,1.0,0.15599382716049381,0.0,0.0,1.0,0.37961308641975305,1.0,0.1057385185185185,0.0,0.0,1.0,0.00691432098765432,1.0,0.017876049382716044,1.0,0.30524197530864194,1.0,0.19680518518518517,1.0,0.05092987654320987,1.0,0.003204197530864197,0.0,0.0,0.0,0.0,1.0,0.05126716049382715,1.0,0.00033728395061728385,1.0,0.025802222222222216,1.0,0.3357661728395061,1.0,0.003372839506172839,0.0,0.0,0.0,0.0,0.0,0.0,1.821333333333333,16.58824488,43.654392,42.84282617,16.23109398
106,PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,32.0,17.0,No,1.0,0.13840466337382637,1.0,0.018001957905041607,1.0,0.055876207003960315,0.0,0.0,1.0,0.13139091354069327,0.0,0.0,1.0,0.33151657544609087,1.0,0.10286833088595203,0.0,0.0,1.0,0.006779958172028657,1.0,0.006078583188715347,1.0,0.10240074756374316,1.0,0.21789382814933478,1.0,0.03834183242112758,1.0,0.001636541627731055,0.0,0.0,0.0,0.0,1.0,0.24875432741512035,1.0,0.0014027499666266186,1.0,0.030626707604681176,1.0,0.3146835758465714,1.0,0.003740666577670983,0.0,0.0,0.0,0.0,0.0,0.0,1.7513333333333334,15.81950816,45.79604204,40.88216166,14.85762643
107,PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,48.0,17.0,No,1.0,0.13665450076804916,1.0,0.013861136712749618,1.0,0.04843244239631337,0.0,0.0,1.0,0.09180964669738864,0.0,0.0,1.0,0.328264331797235,1.0,0.11447668202764977,0.0,0.0,1.0,0.0027722273425499233,1.0,0.0037506605222734257,1.0,0.09001585253456222,1.0,0.08202531490015362,1.0,0.014676497695852537,1.0,0.0024460829493087558,0.0,0.0,0.0,0.0,1.0,0.6121730261136713,1.0,0.0,1.0,0.03636509984639017,1.0,0.1904683256528418,1.0,0.001141505376344086,0.0,0.0,0.0,0.0,0.0,0.0,1.7693333333333334,17.87633864,38.78385068,37.33314969,17.95597831
108,PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,0.0,16.0,No,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0,0.0,1.0,0.0004125,0.0,0.0,0.0,0.0,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0,0.0,0.0,0.0,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0,0.0,1.0,0.0004125,1.0,0.0004125,0.0,0.0,0.0,0.0,1.0,0.0004125,1.0,0.0004125,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
109,PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,16.0,16.0,No,1.0,0.1138205199030169,1.0,0.015907743301721757,1.0,0.01862069177178283,0.0,0.0,1.0,0.2436720989473038,0.0,0.0,0.0,0.0,1.0,0.13342773839118557,1.0,0.08089519074363932,1.0,0.006412423656507995,1.0,0.010358530522051376,0.0,0.0,0.0,0.0,1.0,0.03588490930853513,1.0,0.0016031059141269988,1.0,0.000739895037289384,1.0,0.12528889298100235,0.0,0.0,1.0,0.0016031059141269988,1.0,0.030705644047509435,0.0,0.0,0.0,0.0,1.0,0.02589632630512844,1.0,0.49240014731608506,0.0,0.0,1.3393333333333333,0.61747424,42.686058200000005,34.35729933,17.38743592
110,PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,32.0,16.0,No,1.0,0.17395081346954216,1.0,0.01377828225501324,1.0,0.008037331315424391,0.0,0.0,1.0,0.2334653382099466,0.0,0.0,0.0,0.0,1.0,0.11845495438684996,1.0,0.06391592046075588,1.0,0.006697776096186992,1.0,0.02105015344515912,0.0,0.0,0.0,0.0,1.0,0.04076075167108084,1.0,0.002105015344515912,1.0,0.0005740950939588851,1.0,0.1504129146172279,0.0,0.0,1.0,0.0013395552192373985,1.0,0.03100113507377979,0.0,0.0,0.0,0.0,1.0,0.022963803758355404,1.0,0.6280600327910203,0.0,0.0,1.5173333333333332,1.3321383999999998,59.62972876,44.5750734,21.36786224
111,PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,48.0,16.0,No,1.0,0.21679305693205592,1.0,0.020742071357779977,1.0,0.014288982490915095,0.0,0.0,1.0,0.5105622453474286,0.0,0.0,0.0,0.0,1.0,0.18775415703116397,1.0,0.05638770509855742,1.0,0.0021510296222882943,1.0,0.03748937341702455,0.0,0.0,0.0,0.0,1.0,0.016132722167162206,1.0,0.0018437396762471091,1.0,0.0012291597841647393,1.0,0.17991826340711373,0.0,0.0,1.0,0.0010755148111441471,1.0,0.05377574055720735,0.0,0.0,0.0,0.0,1.0,0.019051976654553462,1.0,0.540215725140403,0.0,0.0,1.8603333333333332,1.3938088,55.51558076,44.14043577,25.24069653
112,BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,0.0,11.0,No,0.0,0.0,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0066,0.0,0.0,28.0,0.0
113,BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,16.0,11.0,No,0.0,0.0,0.0,0.0,1.0,0.0886534216335541,1.0,0.4304356918787034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018897176716626003,0.0,0.0,0.0,0.0,1.0,0.19970349715347974,0.0,0.0,1.0,0.006532357383525038,1.0,0.3095870802834902,1.0,0.5956110142906936,1.0,0.0023329847798303706,0.0,0.0,1.0,0.6000436853723713,1.0,0.008632043685372372,0.0,0.0,0.0,0.0,1.0,0.41457139537585685,2.6773333333333333,31.85940104,32.35661536,7.68118245,18.07217348
114,BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,32.0,11.0,No,0.0,0.0,0.0,0.0,1.0,0.011252305113160102,1.0,0.2523731289665908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006697800662595298,0.0,0.0,0.0,0.0,1.0,0.13154480501337165,0.0,0.0,1.0,0.005358240530076238,1.0,0.7214870873747654,1.0,0.6620106174909193,1.0,0.0016074721590228715,0.0,0.0,1.0,0.1912891869237217,1.0,0.0013395601325190596,0.0,0.0,0.0,0.0,1.0,0.24942609667504892,2.2373333333333334,34.519982399999996,39.41342328,1.02817301,24.08999451
115,BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,48.0,11.0,No,0.0,0.0,0.0,0.0,1.0,0.012009630115999124,1.0,0.261209455022981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0033184504267892317,0.0,0.0,0.0,0.0,1.0,0.17319150798861896,0.0,0.0,1.0,0.002844386080105056,1.0,0.45178332239001967,1.0,0.49302692055154307,1.0,0.0007901072444736266,0.0,0.0,1.0,0.13605646749835848,1.0,0.0007901072444736266,0.0,0.0,0.0,0.0,1.0,0.39031297876997156,1.9253333333333333,34.3107644,41.68957704,8.1419459,28.10430182
116,PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,0.0,12.0,No,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
117,PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,16.0,12.0,No,1.0,0.02906911083017278,1.0,0.02435009933176811,0.0,0.0,0.0,0.0,1.0,0.28465077358376983,1.0,0.43584790199265555,1.0,0.49077719583408586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026237703931129976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0033976882788513637,1.0,0.0009438022996809345,0.0,0.0,0.0,0.0,1.0,0.0020763650592980558,1.0,0.037374571067365005,0.0,0.0,1.0,0.0052852928782132335,0.0,0.0,1.0,0.7486239841069172,0.0,0.0,2.0903333333333336,0.62834832,55.71169032,50.48829771,17.92295688
118,PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,32.0,12.0,No,1.0,0.037751420334096494,1.0,0.030405197998812854,0.0,0.0,0.0,0.0,1.0,0.19712363266344438,1.0,0.39200258627999657,1.0,0.4599551428813703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03673111167641821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032649877045705074,1.0,0.0012243703892139404,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04754638344780802,0.0,0.0,1.0,0.003060925973034851,0.0,0.0,1.0,0.3946553887899601,0.0,0.0,1.6043333333333332,1.54392016,58.67614632,61.19132123,19.09383594
119,PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,48.0,12.0,No,1.0,0.04881285154252599,1.0,0.020498835293449234,0.0,0.0,0.0,0.0,1.0,0.1814146923470257,1.0,0.4808258053519686,1.0,0.44098119425032667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018064598602352138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0023061189705130387,1.0,0.0002562354411681154,0.0,0.0,0.0,0.0,1.0,0.0014092949264246349,1.0,0.050222146468950624,0.0,0.0,1.0,0.0005124708823362308,0.0,0.0,1.0,0.2572603829327879,0.0,0.0,1.5033333333333332,1.11365816,46.4308706,54.14852064,17.920227399999998
120,PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,0.0,11.0,No,0.0,0.0,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
121,PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,16.0,11.0,No,0.0,0.0,1.0,0.025147126646034343,1.0,0.05043318769342799,0.0,0.0,1.0,0.36275772194914735,0.0,0.0,1.0,0.7053699557011953,0.0,0.0,1.0,0.13407169731173005,1.0,0.02389671703380059,1.0,0.04946064688391285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0030565568299047267,0.0,0.0,1.0,0.11003604587657016,0.0,0.0,0.0,0.0,1.0,0.05237826931245827,0.0,0.0,1.0,0.0072245888706839,0.0,0.0,0.0,0.0,0.0,0.0,1.526333333333333,1.55103328,50.4900162,38.12629946,22.69451016
122,PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,32.0,11.0,No,0.0,0.0,1.0,0.028247126436781605,1.0,0.01661595672751859,0.0,0.0,1.0,0.2799788708586883,0.0,0.0,1.0,0.7294405003380662,0.0,0.0,1.0,0.08910306795131845,1.0,0.012046568627450979,1.0,0.05898664638269101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004777087559161595,0.0,0.0,1.0,0.35932006423258955,0.0,0.0,0.0,0.0,1.0,0.05130176639621366,0.0,0.0,1.0,0.0058155848546315074,0.0,0.0,0.0,0.0,0.0,0.0,1.6383333333333332,1.26793928,50.3943924,41.83427751,24.45972218
123,PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,48.0,11.0,No,0.0,0.0,1.0,0.022159395156383106,1.0,0.021395278082025068,0.0,0.0,1.0,0.3030488316903979,0.0,0.0,1.0,0.7138381708652792,0.0,0.0,1.0,0.058072897651210896,1.0,0.011461756115370572,1.0,0.03927561762200316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006265760009735913,0.0,0.0,1.0,0.4427294328830473,0.0,0.0,0.0,0.0,1.0,0.04966760983327248,0.0,0.0,1.0,0.005348819520506267,0.0,0.0,0.0,0.0,0.0,0.0,1.6743333333333332,1.4403536,48.377033600000004,43.95759584,26.80896375
124,PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,0.0,16.0,No,1.0,0.0004125,1.0,0.0004125,0.0,0.0,1.0,0.0004125,0.0,0.0,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0,0.0,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004125,0.0,0.0,1.0,0.0004125,1.0,0.0004125,0.0,0.0,0.0,0.0,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,1.0,0.0004125,0.0066,0.0,0.0,28.0,0.0
125,PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,16.0,16.0,No,1.0,0.025387620420238184,1.0,0.01471180055121495,0.0,0.0,1.0,0.16169961313813244,0.0,0.0,1.0,0.17849450049305923,1.0,0.3476151103694151,1.0,0.08566694480264987,0.0,0.0,1.0,0.00963427646716731,1.0,0.010285241093327265,1.0,0.24320038433335858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0023434726541758325,0.0,0.0,1.0,0.012107942046575134,1.0,0.0006509646261599535,0.0,0.0,0.0,0.0,1.0,0.002473665579407823,1.0,0.011847556196111152,1.0,0.3679252067056057,1.0,0.23122263521201547,1.7163333333333333,14.65557864,41.53750092,35.6978967,9.82404307
126,PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,32.0,16.0,No,1.0,0.05573989961326421,1.0,0.017527277215502342,0.0,0.0,1.0,0.11605899777832633,0.0,0.0,1.0,0.16706179544145477,1.0,0.2676462601826709,1.0,0.0688458816753065,0.0,0.0,1.0,0.005842425738500781,1.0,0.014685016045420883,1.0,0.10516366329301406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002684357771743602,0.0,0.0,1.0,0.10721640747140622,1.0,0.0009474203900271537,0.0,0.0,0.0,0.0,1.0,0.0020527441783921665,1.0,0.00900049370525796,1.0,0.14527112647083024,1.0,0.19295795276886366,1.2793333333333332,15.33324056,44.41543452,37.11854845,12.429373199999999
127,PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,48.0,16.0,No,1.0,0.047431858143346745,1.0,0.012224705707048129,0.0,0.0,1.0,0.12579222172552526,0.0,0.0,1.0,0.19119439725823276,1.0,0.2704104902399046,1.0,0.06589116376098941,0.0,0.0,1.0,0.004034152883325883,1.0,0.009046282223215615,1.0,0.03349569363731188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0011002235136343317,0.0,0.0,1.0,0.22872424377887052,1.0,0.00024449411414096257,0.0,0.0,0.0,0.0,1.0,0.0007334823424228877,1.0,0.008312799880792728,1.0,0.13166008046490835,1.0,0.23691479660259276,1.3673333333333333,15.81535592,44.52826036,37.91395019,13.108237099999998
128,PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,0.0,15.0,No,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,0.0,0.0,1.0,0.00044,1.0,0.00044,0.0,0.0,0.0,0.0,1.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00044,1.0,0.00044,0.0,0.0,1.0,0.00044,1.0,0.00044,1.0,0.00044,1.0,0.00044,0.0,0.0,1.0,0.00044,0.0,0.0,0.0,0.0,1.0,0.00044,0.0066,0.0,0.0,28.0,0.0
129,PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,16.0,15.0,No,1.0,0.5015119059095728,1.0,0.017587165397345672,1.0,0.026103056010797262,1.0,0.22900340627912208,0.0,0.0,1.0,0.24696082779009607,1.0,0.4024683955139946,0.0,0.0,0.0,0.0,1.0,0.0059240978180532785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03239740994247887,1.0,0.0003702561136283299,0.0,0.0,1.0,0.0655353321122144,1.0,0.13717989009929624,1.0,0.0009256402840708248,1.0,0.019253317908673157,0.0,0.0,1.0,0.002036408624955815,0.0,0.0,0.0,0.0,1.0,0.23066955879044956,1.9203333333333332,16.1066376,41.77171028,25.6849406,23.46888324
130,PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,32.0,15.0,No,1.0,0.40870552109372593,1.0,0.009352529086812951,1.0,0.01477699595716446,1.0,0.11802891707557941,0.0,0.0,1.0,0.1765757491590285,1.0,0.2407340986945653,0.0,0.0,0.0,0.0,1.0,0.005424466870351511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04844610066969108,1.0,0.000374101163472518,0.0,0.0,1.0,0.1322447612875351,1.0,0.47548257877357036,1.0,0.000935252908681295,1.0,0.02207196864487856,0.0,0.0,1.0,0.0016834552356263309,0.0,0.0,0.0,0.0,1.0,0.36456158380396875,2.0203333333333333,17.4731392,44.76867128,24.86255603,31.22421056
131,PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,48.0,15.0,No,1.0,0.2997047940918763,1.0,0.00894422330704719,1.0,0.009970609588183752,1.0,0.12741852547252472,0.0,0.0,1.0,0.24677258730754786,1.0,0.2692064588809613,0.0,0.0,0.0,0.0,1.0,0.0030791588434096883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014516034547502816,1.0,0.0010263862811365628,0.0,0.0,1.0,0.08606982100388033,1.0,0.46377997246213537,1.0,0.0005865064463637501,1.0,0.02800568281386907,0.0,0.0,1.0,0.0017595193390912505,0.0,0.0,0.0,0.0,1.0,0.39090654650143947,1.9523333333333333,18.21414176,35.3468232,27.83471494,34.20577915
132,BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,0.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,1.0,0.0006,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,1.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
133,BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,16.0,11.0,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.653899976451195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11885123042505592,1.0,0.01134687389614977,1.0,0.0804464264688567,1.0,0.4954801601318732,0.0,0.0,1.0,0.11899670316731426,1.0,0.0023275638761332857,1.0,0.006837218886141527,0.0,0.0,1.0,0.10474037442599786,0.0,0.0,1.0,0.04771505946073236,0.0,0.0,1.0,0.004800600494524902,0.0,0.0,0.0,0.0,0.0,0.0,1.647333333333333,13.98745344,34.65300496,36.67985208,7.51790391
134,BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,32.0,11.0,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35587272665924347,0.0,0.0,0.0,0.0,0.0,0.015107804433647131,0.0,0.0,1.0,0.1128049397712319,1.0,0.008057495697945135,1.0,0.01107905658467456,1.0,0.19572999966258392,0.0,0.0,1.0,0.16400361035192496,1.0,0.002014373924486284,1.0,0.013429159496575225,0.0,0.0,1.0,0.2882233356952458,0.0,0.0,1.0,0.018465094307790936,0.0,0.0,1.0,0.002517967405607855,0.0,0.0,0.0,0.4634738671255525,0.0,0.0,1.6583333333333332,16.31855368,59.05753044,33.70580107,8.21950468
135,BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,48.0,11.0,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.558288584875753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33936401102250835,1.0,0.008194210744507035,1.0,0.008348818494403396,1.0,0.22650035359816614,0.0,0.0,1.0,0.1003404296827371,1.0,0.04375399322066964,1.0,0.01267783549150145,0.0,0.0,1.0,0.6332733435754871,0.0,0.0,1.0,0.1393015826566196,0.0,0.0,1.0,0.0021645084985490283,0.0,0.0,0.0,0.04019801497305338,0.0,0.0,2.1133333333333333,41.7633344,35.171572,0.97149163,13.56303859
136,PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,0.0,12.0,No,1.0,0.00055,0.0,0.0,1.0,0.00055,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,1.0,0.00055,1.0,0.00055,0.0,0.0,1.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,28.0,0.0
137,PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,16.0,12.0,No,1.0,0.37097796821087164,0.0,0.0,1.0,0.021804542112110414,1.0,0.2721808360201369,1.0,0.26827105605520674,0.0,0.0,1.0,0.5506774704451609,0.0,0.0,0.0,0.0,1.0,0.01172933989479043,1.0,0.09067681995587985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0016541376774704452,0.0,0.0,1.0,0.12797010577521353,0.0,0.0,1.0,0.0016541376774704452,1.0,0.0490226257141241,0.0,0.0,1.0,0.003007523049946264,0.0,0.0,0.0,0.0,0.0,0.0,1.7723333333333333,1.27063736,53.08532572,39.32979007,26.75868703
